city2,genus,PLACEFIPS,FIPS,STFIPS.x,HOUSEUNITS,POPULATION,ecoprovmajority,NAME.y,fdmed1stmean,fdmedlastmean,frzfremedmean,gddmenmean,logdnsmean,logdtrmean,logdtrdnsmean,mindexmean,phmnxtmpmean,pptmeasmean,pptmenmean,tmpmaxmean,tmpmaxsummean,uselevmean,phzone,ha,ecoprovmaj,xcoord,ycoord,namestate,County,inc_1969,inc_1979,inc_1989,State,Mean.YEAR,Mean.Value,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,coastdat.coast3,canopy,city,small,med,large,state,trait_value.diameter.at.breast.height..1.3.m.,trait_value.leaf.area,trait_value.leaf.dry.mass,trait_value.seed.mass,trait_value.whole.plant.height,OrigValueStr.Leaf.length,OrigValueStr.Leaf.thickness,OrigValueStr.Leaf.width,OrigValueStr.Plant.growth.rate,OrigValueStr.Plant.height.vegetative,OrigValueStr.Plant.lifespan..longevity.,OrigValueStr.Stem.diameter,small_cor,med_cor,large_cor,log_small
BATTLE CREEK NE,abies,3103250,37165,31,480,1259,332,BATTLE CREEK,274,123,151,3206.830725,216,0,195,0.236782953,-2697.637174,76,679,157,290.5246904,487.5907173,51,183.88929,332,-131579,2111809,MadisonNebraska,"Madison County, NE",28595,26823,21763,Nebraska,1964.698925,151587.3016,91,135,30,10584,306,-131,437,201,-50,224,-50,655,109,13,56,292,51,268,51,1383004.19,0.11505618,BAT CREEK,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BAY CITY MI,abies,2606020,30005,26,15923,34532,222,BAY CITY,283.1428571,126.4285714,156.7142857,2620,221.5,0.807692308,165.5769231,0.31874665,-2201.5,105.5714286,791.125,132.5,262.9583321,181.7268558,61,2646.96978,222,971107,2350649,BayMichigan,"Bay County, MI",24399,31910,29848,Michigan,1949.781531,93596.41073,82,105,27,9779,280,-104,384,155,-48,204,-48,762,96,31,27,244,119,223,119,771731.8239,0.079431679,BAY CITY,,,,MI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BAYSIDE WI,abies,5505450,6023,55,1945,4460,212,BAYSIDE,287.5,122,165.5,2671,169.7142857,14.28571429,149.7142857,0.323928401,-2390,104,843,128,254.6666718,199.5079559,52,619.00761,212,654174,2270987,MilwaukeeWisconsin,"Milwaukee County, WI",23532,30367,30515,Wisconsin,1966.32973,373178.3484,81,97,25,9877,270,-114,384,197,-53,203,-53,801,94,29,31,273,115,268,115,1023837.445,0.408964114,BAYSIDE,,,,WI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BEACH ND,abies,3805420,42039,38,601,1123,331,BEACH,262,142.9725121,119.0274879,2035.704431,159.1428571,12.42857143,165,0.142030433,-3289.714286,65,384.6946859,131.5793451,277.6666565,854.6437198,41,624.18759,331,-611928,2684510,Golden ValleyNorth Dakota,"Golden Valley County, ND",20898,23826,21269,North Dakota,1958.195164,117772.8614,55,143,31,10873,291,-170,461,166,-90,192,-90,371,74,8,66,179,29,159,29,1337260.106,0.008013847,BEACH,,,,ND,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BEATRICE NE,abies,3103390,37159,31,6075,12205,251,BEATRICE,285.5,112,173.5,3928,169.9583333,11.08333333,159.4583333,0.215899551,-2470.736842,77.5,797,180,309.5999939,395.4065715,52,2294.73114,251,-63025,1917975,GageNebraska,"Gage County, NE",37896,23317,20630,Nebraska,1963.676184,117193.646,109,133,31,10290,321,-105,426,215,-28,238,-28,781,109,17,52,314,60,307,60,1178455.947,0.095102185,BEATRICE,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BEAUX ARTS VILLAGE WA,abies,5304895,6029,53,118,310,242,BEAUX ARTS VILLAGE,308,88,220,2094,182.8198777,21.96072134,228.9861126,0.108185492,-741,143,964,158,233.6666718,29.39285714,82,20.71992,242,-1959056,3004177,KingWashington,"King County, WA",19348,34715,32750,Washington,1964.957627,849541.2844,110,90,39,4869,241,14,227,54,173,173,51,1035,157,25,52,459,104,104,415,199.428542,0.61583691,BEAUX ARTS,,,,WA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BEE RIDGE FL,abies,1204925,18111,12,5043,9819,232,BEE RIDGE,362,29,333,8317.333333,192.4,0,156.6,-0.044656267,-133.4444444,97.33333333,1351.333333,285.3333333,328.1111043,8.429110106,92,1007.50611,232,1341953,564807,SarasotaFlorida,"Sarasota County, FL",21417,25251,20536,Florida,1986.825522,252614.9684,224,114,50,4229,328,100,228,274,178,274,167,1327,231,37,62,631,171,631,193,5337.748552,0.215062489,BEE RIDGE,,,,FL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BEECH GROVE IN,abies,1804204,22079,18,6479,14504,222,BEECH GROVE,291,110,181,3532.666667,198.7777778,3.111111111,179.4444444,0.345950822,-2220.083333,105.3333333,1025.5,163,281.5833359,251.6653307,61,1139.5956,222,840668,1898964,MarionIndiana,"Marion County, IN",21788,29157,30260,Indiana,1965.575502,100788.4028,110,114,30,9473,298,-80,378,208,-18,228,-18,1020,117,59,20,318,196,299,196,762348.0118,0.127071976,BEECH GROVE,,,,IN,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BEL-NOR MO,abies,2904348,35057,29,702,1511,223,BEL-NOR,295,103,192,4261,193.5,0,187.5,0.26518783,-2001.277057,97,993,185,306,186.1719457,62,165.75936,223,489236,1756107,St. LouisMissouri,"St. Louis County, MO",26608,37078,37121,Missouri,1947.623413,137392.7959,129,116,30,9454,318,-66,384,226,2,247,2,968,103,49,19,294,178,270,178,910593.7077,0.138634626,BEL NOR,,,,MO,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BEL-RIDGE MO,abies,2904366,35051,29,1249,2747,223,BEL-RIDGE,295,103,192,4262.751349,227.4807733,0,153.30882,0.26518783,-1997,97.87567456,993,184.1116998,305.7038909,178.6520147,62,207.1992,223,488255,1757315,St. LouisMissouri,"St. Louis County, MO",25111,37078,37121,Missouri,1958.973894,78596.69811,129,115,29,9487,318,-66,384,227,2,248,2,963,103,48,20,293,177,269,177,912040.8008,0.148504348,BEL RIDGE,,,,MO,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BELLEVUE IA,abies,1905635,25023,19,1120,2200,222,BELLEVUE,280,122,158,2907.364334,148.3333333,20,156.6666667,0.359748756,-2689,98,880.9555924,142.1309213,277.75394,192.9697581,51,372.95856,222,456090,2153645,PottawattamieIowa,"Pottawattamie County, IA",26639,28369,26034,Iowa,1957.66606,131317.4114,86,115,27,10610,289,-131,420,215,-60,215,-60,876,108,28,38,310,101,310,101,1178328.024,0.142027125,BELLEVUE,,,,IA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BELLEVUE NE,abies,3103950,37193,31,20591,53493,251,BELLEVUE,281.2857143,115,166.2857143,3479.214286,190.4146341,11.68292683,189.5365854,0.254093089,-2569.477273,81.5,781.3076923,163.5384615,294.948714,331.6088541,52,4154.34396,251,5442,2016209,SarpyNebraska,"Sarpy County, NE",21574,34261,31208,Nebraska,1975.246264,148583.4783,103,118,28,10538,305,-114,419,212,-39,233,-39,769,108,18,52,311,62,302,62,1261616.192,0.146145811,BELLEVUE,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BELLEVUE WA,abies,5305210,6025,53,55551,137807,242,BELLEVUE,305.6521739,92.43478261,213.2173913,2019.565217,201.6860465,1.11627907,161.9418605,0.171901232,-808.1685393,148.7391304,1072.434783,157,233.2318832,94.93462681,82,8684.23647,242,-1955408,3004308,KingWashington,"King County, WA",35058,34715,32750,Washington,1979.064674,606790.7959,107,91,40,4850,239,12,227,52,170,170,48,1117,165,28,51,487,115,115,441,3061.239699,0.311394802,BELLEVUE,,,,WA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BELLEVUE WI,abies,5506350,6081,55,6314,15314,212,BELLEVUE,279,129.3,149.7,2245.9,155.0285714,14.02857143,176.1714286,0.350215923,-2660.973684,104.3,758,121.1,255.5333359,202.6277118,51,3714.04566,212,637822,2412518,BrownWisconsin,"Brown County, WI",27003,31159,29776,Wisconsin,1989.845083,170199.0178,66,107,26,10223,267,-137,404,193,-72,193,-72,757,88,28,33,260,99,260,99,931693.5855,0.089173127,BELLEVUE,,,,WI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BENSENVILLE IL,abies,1705248,20039,17,6743,18601,222,BENSENVILLE,285,119,166,3052,192.7333333,7.066666667,200.9333333,0.346825115,-2389.285714,108.75,930.6,147.8,275.3333313,207.1324225,52,1450.3944,222,662394,2134472,CookIllinois,"Cook County, IL",26857,32151,32202,Illinois,1969.6261,232485.4428,94,105,27,9873,286,-100,386,216,-39,216,-39,917,103,35,29,302,140,302,140,973545.8881,0.082767951,BENSENVILLE,,,,IL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BEULAH ND,abies,3806660,42079,38,1508,3302,331,BEULAH,259.0992319,138.5284119,120.57082,2337.329865,164.1666667,4,155.1666667,0.165643891,-3466.555556,70,424,129.3858757,280.6145758,577.3672515,32,650.08749,331,-439097,2710592,MercerNorth Dakota,"Mercer County, ND",20596,31302,18238,North Dakota,1977.360441,181441.2636,56,138,29,11462,294,-177,471,173,-98,199,-98,424,85,9,66,206,30,190,30,1216714.548,0.010005539,BEULAH,,,,ND,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BIG TIMBER MT,abies,3006475,36059,30,933,1566,331,BIG TIMBER,262,140,122,2173.692592,229,0,195.5,0.015323781,-2992.666667,78.2614817,403.5483671,147.7258165,276.05916,1279.608696,42,246.04905,331,-1080864,2617940,Sweet GrassMontana,"Sweet Grass County, MT",17949,19138,17023,Montana,1965.540201,186913.5802,74,149,37,8344,294,-104,398,113,-30,185,-30,373,70,11,56,170,38,127,38,958075.9344,0.066393984,BIG TIMBER,,,,MT,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BINGHAMTON NY,abies,3606607,39061,36,23842,46548,211,BINGHAMTON,278.4444444,131.5555556,146.8888889,2259.777778,224.7407407,0,162.0740741,0.410283208,-2482.2,136.4444444,970.125,135.75,256.9166603,295.4028947,52,2882.65887,211,1638127,2296058,BroomeNew York,"Broome County, NY",19001,27252,28618,New York,1948.957915,112648.8752,82,114,30,9055,272,-97,369,174,-28,195,-38,950,95,58,15,275,186,273,188,214223.7176,0.235479529,BINGHAMTON,,,,NY,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BIRMINGHAM MI,abies,2608640,30047,26,9979,20972,222,BIRMINGHAM,290.5,120,170.5,2905,227.5833333,0,139.5,0.299059629,-2243.307692,112,807,146,272.1666718,228.3179331,61,1245.78519,222,1040300,2241893,OaklandMichigan,"Oakland County, MI",23219,42433,41018,Michigan,1962.042187,487462.5636,92,104,27,9678,286,-90,376,212,-25,212,-37,793,87,40,21,247,141,247,144,661081.4499,0.314017366,BIRMINGHAM,,,,MI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BISMARCK ND,abies,3807200,42095,38,28648,69786,331,BISMARCK,262.6086957,135,127.6086957,2255,174.4390244,15.46341463,178.8780488,0.176322291,-3283.345238,83.47826087,429.5454545,121.6818182,273.3484816,528.0010068,41,8287.968,331,-365329,2656028,BurleighNorth Dakota,"Burleigh County, ND",12262,31989,26056,North Dakota,1979.198177,208250.1838,53,134,28,11630,288,-186,474,172,-103,197,-103,419,78,11,62,196,35,187,35,1227122.161,0.029077454,BISMARCK,,,,ND,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BLAIR NE,abies,3105350,37191,31,3351,7980,251,BLAIR,281.3333333,117.3333333,164,3408.333333,181.875,10.75,198.9375,0.252916068,-2570.571429,71,767.6666667,160.6666667,292.1111145,341.939885,52,1432.26447,251,-11277,2059630,WashingtonNebraska,"Washington County, NE",22142,30095,24706,Nebraska,1971.245267,154920.9139,98,120,28,10590,303,-118,421,208,-47,228,-47,770,110,16,50,304,60,288,60,1307178,0.10823201,BLAIR,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BLOOMINGTON IN,abies,1805860,2290,18,33239,82869,223,BLOOMINGTON,295.25,110.25,185,3694.625,178.8813559,9.881355932,166.4915254,0.357739257,-2161.953846,105,1136,174.5333333,289.5555481,237.8228815,61,6070.93656,223,809737,1833654,MonroeIndiana,"Monroe County, IN",19252,22992,24205,Indiana,1978.626003,212982.8431,116,118,31,9031,300,-69,369,209,-6,228,-6,1106,121,67,18,338,223,313,223,793328.3214,0.205857641,BLOOMINGTON,,,,IN,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BLOOMSBURG PA,abies,4207128,47189,42,5121,15096,2210,BLOOMSBURG,281,126,155,2681.333333,182.5,4.5,167.9166667,0.381023407,-2044.166667,109.3333333,1072.666667,150.6666667,266.7777812,169.5402371,62,1214.70531,2210,1619282,2166388,ColumbiaPennsylvania,"Columbia County, PA",15421,23707,22219,Pennsylvania,1955.088097,155056.8182,94,119,32,8915,285,-86,371,185,-12,206,-25,1015,108,60,17,309,195,299,196,159367.6614,0.211777745,BLOOMSBURG,,,,PA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BLUE HILL NE,abies,3105560,37155,31,392,841,332,BLUE HILL,279,119,160,3427,179.6666667,9,181.3333333,0.162670106,-2479.5,69,687,171,301,597.2693878,52,189.06927,332,-206202,1926941,AdamsNebraska,"Adams County, NE",19454,25650,22817,Nebraska,1959.528536,114711.1913,103,137,31,10209,317,-113,430,209,-32,232,-32,682,109,12,56,289,48,263,48,1225012.97,0.052264692,BLUE HILL,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BORDENTOWN NJ,abies,3406670,38023,34,2014,3851,232,BORDENTOWN,292.4445579,113.7481477,178.6964102,3538.012428,189.5,2.5,193.5,0.363552451,-1692.333333,106,1219.241678,176.2416778,289.0805617,13.6030303,71,251.22903,232,1783001,2104284,BurlingtonNew Jersey,"Burlington County, NJ",43604,35519,34028,New Jersey,1949.973327,234328.7827,117,111,31,8584,298,-54,352,219,4,226,4,1121,121,74,14,331,246,324,246,50238.00693,0.295184654,BORDENTOWN,,,,NJ,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BOTTINEAU ND,abies,3808460,42003,38,1085,2389,332,BOTTINEAU,259.8432496,140.1567504,119.6864992,1909.391735,215.3333333,0,209.6666667,0.236547764,-3602,76,465.629421,95.6891937,254.1527838,495.9592875,32,297.84885,332,-330024,2876704,BottineauNorth Dakota,"Bottineau County, ND",22665,22067,20683,North Dakota,1962.302452,130085.4037,31,131,26,12386,268,-220,488,182,-137,182,-137,430,78,10,66,209,34,209,34,1018043.607,0.00551901,BOTTINEAU,,,,ND,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BOULDER CO,abies,807850,NA,8,43479,104521,331,BOULDER,274.9473684,125.1578947,149.7894737,2762.947368,181.030303,11.96969697,162.030303,0.004134902,-2318.476923,79.15789474,473.4444444,177.5555556,288.6851858,1648.199841,61,6700.30413,331,-781337,1928109,BoulderColorado,"Boulder County, CO",35322,33135,30330,Colorado,1974.660483,546311.7805,96,156,40,7970,301,-85,386,133,-2,202,-2,424,68,14,42,166,48,129,48,1211975.34,0.07344873,BOULDER,,,,CO,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BOWBELLS ND,abies,3808500,42075,38,223,354,332,BOWBELLS,255,139,116,1854,169.75,21.5,226.5,0.214064673,-3507.5,66,426,104,259.6666565,594.5490909,32,207.1992,332,-463944,2881889,BurkeNorth Dakota,"Burke County, ND",29205,20173,18764,North Dakota,1963.392857,117800,34,135,28,12035,275,-207,482,158,-103,182,-130,414,74,10,63,193,33,188,35,1090607.043,0.000744727,BOWBELLS,,,,ND,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BOWIE MD,abies,2408775,29213,24,20687,56594,232,BOWIE,292.25,111.9166667,180.3333333,3735.75,188.72,3.16,170.08,0.317189588,-1653.714286,105.4166667,1122.5,188.6666667,296.4166641,37.72111059,71,4882.13115,232,1642038,1937111,Anne ArundelMaryland,"Anne Arundel County, MD",22953,37998,34723,Maryland,1980.433644,324944.401,128,116,33,8381,304,-44,348,234,17,234,17,1074,109,71,12,306,234,306,234,16351.71809,0.345108211,BOWIE,,,,MD,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BOZEMAN MT,abies,3008950,36015,30,17464,42422,3320,BOZEMAN,256.9090909,150.7272727,106.1818182,1754.727273,163.5686275,19.01960784,191.0784314,0.203974692,-2926.610169,107.5454545,460.5833333,136.4166667,261.3055522,1468.711481,42,5120.41023,3320,-1168492,2614366,GallatinMontana,"Gallatin County, MT",18478,25680,23900,Montana,1983.273383,304741.6723,61,140,35,8559,278,-119,397,100,-47,172,-47,451,71,16,44,184,56,140,56,879924.6954,0.027386206,BOZEMAN,,,,MT,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BRANCHVILLE NJ,abies,3407300,38003,34,386,786,221,BRANCHVILLE,279.1078273,127.8921727,151.2156547,2594.629265,192.8972218,2.194130717,198.9224684,0.423776776,-2222,111.3714545,1179.087474,152.5267551,269.126634,190.2634146,61,155.3994,221,1754834,2212399,SussexNew Jersey,"Sussex County, NJ",16292,36647,31884,New Jersey,1949.380282,299877.451,90,125,32,8938,282,-99,381,180,-30,202,-30,1145,110,71,13,325,239,322,239,70908.57673,0.324663963,BRANCHVILLE,,,,NJ,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BRENTWOOD CA,abies,608142,15009,6,17523,59141,262,BRENTWOOD,331,57.88888889,273.1111111,4144.666667,129.5263158,26.84210526,160.1315789,-0.405058365,-350.8611111,49.11111111,358.75,225.75,309.7916718,34.59533689,92,3848.72514,262,-2211792,1956734,Contra CostaCalifornia,"Contra Costa County, CA",30253,38323,36526,California,1997.038413,438782.3933,155,141,47,5524,323,24,299,82,221,222,82,335,69,1,85,174,6,9,174,48596.02916,0.009620268,BRENTWOOD,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BROADUS MT,abies,3009700,36041,30,254,468,331,BROADUS,257,139,118,2298,202.830843,9.029068312,241.6546229,0.070888244,-3294.304669,86,347,156,292,941.5762712,41,88.05966,331,-734748,2531395,Powder RiverMontana,"Powder River County, MT",18682,25244,24271,Montana,1967.332016,102235.7724,72,160,35,10054,310,-147,457,126,-59,202,-59,347,64,10,60,162,36,122,36,1311229.568,0.000712831,BROADUS,,,,MT,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BROOKLINE MA,abies,2509210,29149,25,26448,60966,221,BROOKLINE,291,114.75,176.25,2726.75,200.4375,5.375,148.0625,0.372299954,-1914.666667,114,1211.75,150.75,266.0833282,44.64359415,62,1763.78319,221,2012451,2411903,MiddlesexMassachusetts,"Middlesex County, MA",24383,34239,34059,Massachusetts,1951.010254,725554.939,95,110,30,8776,280,-82,362,5,183,207,-21,1151,116,82,10,323,257,260,302,7708.143413,0.397188679,BROOKLINE,,,,MA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BROOKVILLE IN,abies,1808182,23015,18,1307,2554,223,BROOKVILLE,282,121,161,3320.476014,188.6,6.2,202.6,0.342197812,-2270.333333,121.9585673,1090.377327,174,292.1875215,212.2821497,61,398.85846,223,935262,1876488,DecaturIowa,"Decatur County, IA",18105,18556,14427,Iowa,1959.601182,113699.6904,110,126,33,9037,302,-76,378,202,-12,223,-12,1052,117,65,18,323,214,297,214,667157.226,0.158616112,BROOKVILLE,,,,IN,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BROOMFIELD CO,abies,809280,17031,8,22646,64587,331,BROOMFIELD,277.95,122,155.95,2834.9,132.2235294,27.77647059,152.7529412,-0.062449499,-2339.16092,67.25,363.6842105,180.7894737,294.3157895,1624.004893,52,8689.41645,331,-765395,1918321,AdamsColorado,"Adams County, CO",25951,32694,31327,Colorado,1990.634763,357045.9063,98,154,39,8221,304,-87,391,135,-3,207,-3,403,67,12,47,162,41,132,41,1216005.658,0.016302623,BROOMFIELD,,,,CO,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
BUCHANAN VA,abies,5110744,5045,51,608,1243,2210,BUCHANAN,288,121,167,3745.5,199.6,1.2,205,0.285492323,-1628,105.5,1073,197.5,299.6666565,281.7896825,71,574.97778,2210,1420924,1731392,BotetourtVirginia,"Botetourt County, VA",24248,28724,22701,Virginia,1962.350993,182035.5191,130,131,37,7843,303,-42,345,210,25,228,25,1037,104,70,11,289,221,285,221,224592.901,0.291798967,BUCHANAN,,,,VA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
